iter	Logloss
219	0.09877973134
220	0.09867968262
221	0.09851588969
222	0.09835207655
223	0.09824016352
224	0.09810972438
225	0.09804811287
226	0.09795263763
227	0.09787583107
228	0.09783380749
229	0.09755844029
230	0.09742186409
231	0.09725264921
232	0.09711909826
233	0.09700207101
234	0.09682625118
235	0.09664897053
236	0.09655830953
237	0.0964716833
238	0.09634341787
239	0.09620846582
240	0.0960835786
241	0.09603936507
242	0.09587633764
243	0.09582508294
244	0.09576107573
245	0.09566043781
246	0.09552703475
247	0.09538664099
248	0.09522300264
249	0.09499181602
250	0.09489963478
251	0.09474857031
252	0.09461331142
253	0.0945170314
254	0.0944105608
255	0.09429803464
256	0.0942095806
257	0.0940201737
258	0.09393565926
259	0.09366352189
260	0.09360509239
261	0.09346788344
262	0.09333751405
263	0.09316549345
264	0.09303237676
265	0.09299932236
266	0.09291669288
267	0.09278801402
268	0.09266416085
269	0.09256110214
270	0.09248479659
271	0.09227467341
272	0.09219731711
273	0.09213607097
274	0.09200056444
275	0.09186141064
276	0.0917996936
277	0.09172776952
278	0.09157395426
279	0.09147256782
280	0.09140904122
281	0.09116525501
282	0.09111867711
283	0.09101343381
284	0.09095026992
285	0.09085261207
286	0.09081108547
287	0.09070871334
288	0.09061755443
289	0.09052369375
290	0.09039971223
291	0.09034623137
292	0.09020250588
293	0.09014308074
294	0.09004278474
295	0.08998499781
296	0.08990946461
297	0.08980956704
298	0.08973340279
299	0.08967427869
300	0.089536073
301	0.08940473079
302	0.08927581472
303	0.0891909634
304	0.08914942706
305	0.08902745267
306	0.08894866586
307	0.0888288652
308	0.08873376284
309	0.08865433083
310	0.08860805047
311	0.08848954511
312	0.08833876847
313	0.08822546565
314	0.08811172548
315	0.08806718375
316	0.08800126928
317	0.0879223731
318	0.08774700206
319	0.08761839385
320	0.08755598222
321	0.08748890423
322	0.08747340094
323	0.0873643594
324	0.08732090302
325	0.08727613951
326	0.08716870148
327	0.08715338663
328	0.08707835174
329	0.0870524046
330	0.08694265801
331	0.08688701769
332	0.08676896896
333	0.08666926221
334	0.08649190257
335	0.08644960955
336	0.08632708959
337	0.08627531367
338	0.08611463425
339	0.086031291
340	0.08594211794
341	0.08588040642
342	0.08578756559
343	0.08575686812
344	0.08562750731
345	0.08558046357
346	0.08548473801
347	0.08536787284
348	0.08525865689
349	0.08519178644
350	0.08512066917
351	0.08491907427
352	0.08482145577
353	0.08475210318
354	0.08464838396
355	0.0844711317
356	0.08438337166
357	0.08435086989
358	0.08424745632
359	0.08417104356
360	0.084105225
361	0.08402099274
362	0.083937918
363	0.08383888043
364	0.08378257583
365	0.08371845904
366	0.08361923814
367	0.08354676514
368	0.08347969917
369	0.08344695877
370	0.08336868284
371	0.08322843722
372	0.08313450441
373	0.0829567626
374	0.08291865223
375	0.08282298083
376	0.08272599618
377	0.08255265834
378	0.08243912671
379	0.08237736576
380	0.08227053428
381	0.0822045487
382	0.08211681889
383	0.08199418269
384	0.08189759609
385	0.0818293295
386	0.08177008464
387	0.08164556872
388	0.0815646668
389	0.08149932929
390	0.08147562459
391	0.08135338845
392	0.08126433318
393	0.08117997219
394	0.08110663961
395	0.0810292241
396	0.08096189323
397	0.08091262958
398	0.08084103917
399	0.08075604448
400	0.08070658766
401	0.08067371172
402	0.08056109603
403	0.0804948297
404	0.08036495949
405	0.08026471007
406	0.08017781382
407	0.08014951986
408	0.07998387536
409	0.07994892942
410	0.07987826123
411	0.07984149354
412	0.07975911823
413	0.07972478633
414	0.07965624606
415	0.07959164143
416	0.07951059475
417	0.07945796961
418	0.07940972746
419	0.07932635844
420	0.07925296213
421	0.0791730999
422	0.07915160206
423	0.07912573995
424	0.07906095092
425	0.07901989733
426	0.07887901263
427	0.0787580027
428	0.07868329529
429	0.07863886727
430	0.07855674261
431	0.07849389302
432	0.07840428194
433	0.07831603377
434	0.07825459811
435	0.07822370234
436	0.07812295453
437	0.07806161024
438	0.07792707587
439	0.0778621966
440	0.07775723722
441	0.07765790418
442	0.07761556646
443	0.07756157976
444	0.07749164333
445	0.0774204174
446	0.07739015657
447	0.07730903088
448	0.07721789831
449	0.07716010347
450	0.07709503842
451	0.07705327517
452	0.07697992767
453	0.07690330254
454	0.07686628189
455	0.07680649539
456	0.07672179639
457	0.07666379232
458	0.07662142077
459	0.07655972639
460	0.07650602636
461	0.07645766
462	0.07640278119
463	0.07634202372
464	0.07626045658
465	0.07615603973
466	0.07610727808
467	0.07602332672
468	0.07591908061
469	0.07584522736
470	0.07580113743
471	0.07569797333
472	0.07565135021
473	0.07560582191
474	0.07555237333
475	0.07551697181
476	0.07541137814
477	0.07535075507
478	0.07529279595
479	0.07523501824
480	0.07516843276
481	0.07509657215
482	0.07504584981
483	0.07499237721
484	0.07489854361
485	0.07487353414
486	0.07480212692
487	0.07464233084
488	0.07457450237
489	0.07450364243
490	0.07445799746
491	0.07445207713
492	0.07438711951
493	0.07427808272
494	0.07416530733
495	0.07412124323
496	0.07406138363
497	0.07403481414
498	0.07398767019
499	0.0739567465
500	0.07388703043
501	0.07385771037
502	0.07379525391
503	0.07375783296
504	0.07367367302
505	0.07364277901
506	0.07357352291
507	0.07351489205
508	0.07345063587
509	0.07337319302
510	0.07330871225
511	0.07325276832
512	0.07322094608
513	0.07315244128
514	0.07305272277
515	0.07298497153
516	0.07289172523
517	0.0728141567
518	0.07275174241
519	0.07271046707
520	0.07263693874
521	0.07259703067
522	0.07256255325
523	0.07249469204
524	0.07244192996
525	0.07240630329
526	0.0723602048
527	0.07227705875
528	0.07223644342
529	0.07221179093
530	0.0721357496
531	0.07206782561
532	0.07203842096
533	0.07201103878
534	0.07198615827
535	0.07194935845
536	0.07190689845
537	0.07184287159
538	0.07178248363
539	0.07172275298
540	0.07167351749
541	0.07160794641
542	0.07156347767
543	0.07152244589
544	0.07149149488
545	0.07142983403
546	0.07136705517
547	0.07130141333
548	0.07123793403
549	0.07116111737
550	0.07108351381
551	0.07101122188
552	0.07097210388
553	0.07086717091
554	0.07085685741
555	0.07078131648
556	0.07073309406
557	0.07067207984
558	0.07061968282
559	0.07056745702
560	0.07052100597
561	0.07048802477
562	0.07039365612
563	0.07034536642
564	0.07031845327
565	0.07024116181
566	0.07015926207
567	0.07011044132
568	0.07006742774
569	0.07000029858
570	0.06992284534
571	0.06986039226
572	0.069773378
573	0.06970242542
574	0.0696333579
575	0.06954081569
576	0.06949187421
577	0.06941682723
578	0.06938271747
579	0.06932512098
580	0.0692837871
581	0.06923571511
582	0.06917474234
583	0.06911193011
584	0.06906854574
585	0.06904107627
586	0.06902085149
587	0.0689870023
588	0.06889313181
589	0.06882994354
590	0.06879560441
591	0.06875645321
592	0.06868495626
593	0.06864093633
594	0.0685964373
595	0.06853083836
596	0.06840700402
597	0.06834602824
598	0.06832147494
599	0.06826777685
600	0.0682020818
601	0.06815907646
602	0.06809180786
603	0.06803636876
604	0.06801209997
605	0.0679661687
606	0.06791880735
607	0.06787454548
608	0.06780389893
609	0.06777099084
610	0.06776633872
611	0.06772563765
612	0.06766747266
613	0.06764950201
614	0.06756724798
615	0.06749113995
616	0.06745422226
617	0.06740572797
618	0.06734408784
619	0.06731038775
620	0.06725091767
621	0.06721500352
622	0.06717117733
623	0.06710191534
624	0.06703813516
625	0.06698748669
626	0.06695330523
627	0.06693132966
628	0.06684453561
629	0.06682720606
630	0.06677477111
631	0.06670443524
632	0.06664054316
633	0.06662065767
634	0.06657824481
635	0.06653493327
636	0.0665092163
637	0.06643380154
638	0.06638009426
639	0.06632819146
640	0.0662868439
641	0.06628116163
642	0.06620990572
643	0.06615414672
644	0.06610681485
645	0.06603710557
646	0.06596566887
647	0.06587943757
648	0.06582198101
649	0.06577615284
650	0.06572884152
651	0.06571149455
652	0.06569056846
653	0.06568637035
654	0.06562563631
655	0.06559585307
656	0.06551706681
657	0.06550860789
658	0.0654362181
659	0.06538023459
660	0.06529762522
661	0.06527349308
662	0.06520501028
663	0.06513093138
664	0.06508892474
665	0.06504578345
666	0.06501744413
667	0.06497342922
668	0.06493151291
669	0.06489544809
670	0.06481553348
671	0.06478585839
672	0.06473965785
673	0.06470972357
674	0.06466912019
675	0.06461786947
676	0.06450633158
677	0.06447784654
678	0.06442859962
679	0.06436948662
680	0.06432956994
681	0.06426535844
682	0.06420526182
683	0.06414604468
684	0.0641238658
685	0.0640740748
686	0.06402043539
687	0.06395675836
688	0.06392797715
689	0.06391394221
690	0.06386264396
691	0.0637942524
692	0.06373555414
693	0.06368279044
694	0.06364204136
695	0.06362128894
696	0.06355752283
697	0.06350574509
698	0.06349322496
699	0.06343612892
700	0.06339601039
701	0.06338615029
702	0.06333211594
703	0.0633127011
704	0.06324908005
705	0.06318771292
706	0.06313112463
707	0.06310080988
708	0.06307100877
709	0.06300029161
710	0.06293266436
711	0.06288873719
712	0.06286640221
713	0.06285872111
714	0.06282047381
715	0.06277737141
716	0.06277037377
717	0.06274901054
718	0.06265900653
719	0.06260913232
720	0.06254155477
721	0.06251988761
722	0.06244790056
723	0.06241524611
724	0.06239678652
725	0.06236880952
726	0.06233328623
727	0.06232233464
728	0.06225780602
729	0.06221293939
730	0.06217270755
731	0.06211738985
732	0.06208758408
733	0.06204587139
734	0.06200205698
735	0.06194087686
736	0.06190267484
737	0.06187388342
738	0.06182054126
739	0.06177712326
740	0.06173148525
741	0.06172041065
742	0.06168527758
743	0.0616238228
744	0.06159686341
745	0.06157429932
746	0.06152368526
747	0.06148284552
748	0.061450859
749	0.06141339656
750	0.06136264523
751	0.06131990054
752	0.06129786511
753	0.06123822945
754	0.06120607494
755	0.06114966001
756	0.06108102566
757	0.06104239008
758	0.06101888998
759	0.06097340081
760	0.06091609568
761	0.06089803871
762	0.0608550431
763	0.0607967535
764	0.06077116548
765	0.06074387405
766	0.0607063653
767	0.06066158877
768	0.06059867705
769	0.06056361568
770	0.06050145022
771	0.06044258688
772	0.06039366085
773	0.06037078839
774	0.06033120333
775	0.06030791026
776	0.06024594273
777	0.06019939607
778	0.06019663635
779	0.06019225301
780	0.06011158677
781	0.06005954029
782	0.0600137409
783	0.05995764286
784	0.05992459669
785	0.0598730425
786	0.05986696109
787	0.05981836422
788	0.0597591509
789	0.05972018441
790	0.0596584705
791	0.0596226243
792	0.05956958737
793	0.05953059322
794	0.05949654363
795	0.0594647876
796	0.05939580083
797	0.05935809218
798	0.05933732667
799	0.05932991781
800	0.05927727149
801	0.05924539221
802	0.05918563966
803	0.05911898786
804	0.05905551395
805	0.05900061729
806	0.05894332806
807	0.05890774182
808	0.05888114547
809	0.05882667696
810	0.05880895903
811	0.05877434323
812	0.05871767585
813	0.05867700396
814	0.05864526744
815	0.05860069118
816	0.05855932558
817	0.05849526364
818	0.05845386495
819	0.0584196565
820	0.05837586299
821	0.05835170404
822	0.05834466755
823	0.05831465188
824	0.05828242776
825	0.05823553711
826	0.05821371014
827	0.05813024888
828	0.05807690207
829	0.05806009865
830	0.05803196763
831	0.05798645949
832	0.05795608644
833	0.05790237663
834	0.05785831991
835	0.05780843269
836	0.05777462557
837	0.0577419299
838	0.05769276602
839	0.05764210619
840	0.0576209682
841	0.05757734535
842	0.05756160587
843	0.05751532604
844	0.05748060253
845	0.05746147103
846	0.05745773984
847	0.05740576589
848	0.05738808677
849	0.05737039773
850	0.05727990804
851	0.05726473748
852	0.05721806736
853	0.0571945372
854	0.05714133395
855	0.05711667685
856	0.05710041933
857	0.05706825151
858	0.05702494364
859	0.05699232082
860	0.05695167375
861	0.05690958282
862	0.05683406422
863	0.05678470916
864	0.05676573385
865	0.05672898724
866	0.05668720243
867	0.05662911504
868	0.05658073405
869	0.0565437664
870	0.05649554067
871	0.05642683144
872	0.05639904898
873	0.05635335498
874	0.05628497321
875	0.0562354839
876	0.05619868757
877	0.05611869723
878	0.05608906425
879	0.05607631515
880	0.05604349313
881	0.05600505312
882	0.05595792469
883	0.05591423566
884	0.05589603375
885	0.05587045576
886	0.05584097786
887	0.0558186848
888	0.05581381549
889	0.05577350237
890	0.05572735504
891	0.05569097822
892	0.05564334861
893	0.0555981566
894	0.0555781262
895	0.05553972324
896	0.05549718763
897	0.05546040881
898	0.0554331834
899	0.05535521953
900	0.05531378385
901	0.05523167103
902	0.05519369041
903	0.05516384021
904	0.05512983683
905	0.05510728382
906	0.05508311099
907	0.05505699342
908	0.05500554098
909	0.05498342159
910	0.05494437245
911	0.05489147678
912	0.05484032885
913	0.05482367214
914	0.05479005654
915	0.05476439542
916	0.05471756167
917	0.05467132437
918	0.05463156565
919	0.05460809301
920	0.05459616074
921	0.05455228935
922	0.05452778123
923	0.05445908357
924	0.05439367601
925	0.05435461333
926	0.05431104535
927	0.05427446997
928	0.05423640915
929	0.05421103881
930	0.05417029762
931	0.0541311576
932	0.05409332756
933	0.05405604991
934	0.05401414762
935	0.05396255798
936	0.0539374935
937	0.05391471263
938	0.05387586178
939	0.05385200613
940	0.05382071021
941	0.05379978437
942	0.05376778116
943	0.05376417763
944	0.05371849449
945	0.05368402385
946	0.05364344041
947	0.05360116491
948	0.05356576521
949	0.05350787998
950	0.0534790242
951	0.05342960975
952	0.05338375636
953	0.05334555481
954	0.05332447006
955	0.05328757961
956	0.05324801344
957	0.05322097074
958	0.05317168752
959	0.05311688659
960	0.05307661861
961	0.05303925833
962	0.05303593258
963	0.0529949542
964	0.05299272732
965	0.05295620131
966	0.05292529206
967	0.05291704772
968	0.05288595016
969	0.05288407702
970	0.05283945902
971	0.05280469036
972	0.05275375591
973	0.05272068984
974	0.05267185161
975	0.05264546103
976	0.05261853102
977	0.05257009787
978	0.05253789684
979	0.05248414845
980	0.05245090835
981	0.05241067306
982	0.05239522922
983	0.05235966939
984	0.05232173998
985	0.05226272572
986	0.05223380867
987	0.05220208928
988	0.05215316583
989	0.05212951239
990	0.05209644258
991	0.05206310591
992	0.05205724705
993	0.05202358151
994	0.0519994061
995	0.05197339628
996	0.05194168372
997	0.05187911978
998	0.05184017896
999	0.05181705988
